USERNAME,EMAIL,ACCOUNT_NAME,ACCOUNT_ID,ACCOUNT_LEVEL,WINS,LOSSES,LEAGUE_POINTS,RANK,TIER,ROLE,SCHEDULE_TIME_START,SCHEDULE_TIME_END,EXTRAVERSION,AGREEABLENESS,CONSCIENTIOUSNESS,NEUROTICISM,OPENNESS,CLUSTER
,,,,67,147,105,715,1,5,1,15,19,1,1,4,4,4,1180
,,,,176,92,50,1127,2,8,4,18,21,3,2,4,2,3,1160
,,,,69,647,567,694,3,4,2,0,3,2,3,1,1,4,970
,,,,276,313,289,922,0,7,1,8,12,2,2,1,4,2,293
,,,,441,218,181,1204,0,3,1,11,15,1,1,4,3,3,1058
,,,,106,128,102,994,3,7,1,7,11,3,3,1,1,4,178
,,,,148,240,209,688,2,7,4,6,8,2,1,4,1,2,1
,,,,668,212,172,949,0,2,3,22,1,3,2,1,4,2,480
,,,,374,189,154,929,2,7,0,10,13,3,1,3,2,1,1201
,,,,583,116,97,517,2,2,1,10,11,3,2,3,1,2,836
,,,,604,206,181,646,0,7,1,22,1,1,4,1,2,4,244
,,,,75,133,105,635,3,6,0,16,19,1,2,2,4,1,710
,,,,108,597,598,333,3,4,1,11,14,4,2,2,1,2,779
,,,,629,378,334,356,0,5,4,14,15,4,2,2,2,3,786
,,,,187,611,578,560,2,5,4,4,6,4,3,2,3,3,1249
,,,,627,156,140,546,0,2,4,19,21,4,1,3,4,4,1247
,,,,619,365,315,504,0,5,3,21,23,3,2,1,2,3,464
,,,,668,262,229,632,3,6,4,1,2,1,2,2,1,1,238
,,,,434,144,131,315,3,2,0,20,23,2,3,4,2,2,1169
,,,,215,123,63,663,2,4,2,13,16,4,4,2,4,3,789
,,,,699,127,126,596,3,3,0,14,16,3,3,4,2,1,417
,,,,324,478,436,451,3,1,2,6,9,2,1,1,2,4,446
,,,,606,140,107,776,3,7,3,6,9,2,3,4,1,2,200
,,,,157,99,62,694,1,7,3,7,8,4,4,3,2,1,311
,,,,629,211,162,785,0,1,4,2,6,3,3,1,4,1,383
,,,,103,292,268,702,0,7,2,21,22,3,2,3,1,2,438
,,,,340,148,92,915,0,1,1,5,8,1,3,4,3,1,229
,,,,427,492,454,868,3,8,3,10,11,1,2,1,1,4,1175
,,,,170,140,90,696,2,4,3,21,23,3,3,1,4,4,708
,,,,100,218,185,693,3,2,2,15,18,4,1,2,1,3,426
,,,,56,203,164,958,3,5,2,20,0,3,1,1,4,1,10
,,,,387,228,198,780,0,7,0,9,11,2,3,1,4,4,445
,,,,175,221,194,1015,1,7,2,23,2,1,1,1,3,2,611
,,,,565,149,127,764,0,7,4,22,1,1,1,2,1,3,88
,,,,206,123,89,707,1,4,1,22,23,3,3,1,3,2,516
,,,,395,111,62,73,1,6,1,5,7,2,4,1,1,1,184
,,,,652,157,115,132,2,3,2,1,3,3,3,3,1,4,544
,,,,95,261,233,0,1,6,1,9,10,3,3,1,1,1,404
,,,,398,199,160,1,2,1,0,9,11,1,2,4,1,2,646
,,,,499,90,67,25,3,1,2,7,10,2,2,4,3,2,345
,,,,403,117,112,80,3,3,1,18,21,2,3,4,2,1,986
,,,,648,150,112,118,3,2,3,5,6,1,3,1,2,3,1228
,,,,477,32,10,106,3,1,3,22,1,3,1,2,2,3,386
,,,,295,91,86,78,3,0,4,23,2,1,1,1,2,4,386
,,,,358,79,44,17,0,7,1,8,12,1,3,3,1,4,522
,,,,348,59,27,188,2,8,2,7,9,4,1,1,2,3,442
,,,,114,138,115,49,3,7,3,9,13,3,2,4,3,1,128
,,,,193,144,140,0,1,5,2,10,11,4,2,1,2,4,730
,,,,550,286,245,733,1,0,0,13,17,4,1,3,2,4,250
,,,,329,317,269,812,1,1,0,7,11,3,2,2,1,4,702
,,,,135,226,187,1132,1,5,1,16,17,3,2,4,4,2,1052
,,,,110,552,531,732,1,4,4,17,18,3,3,4,2,4,40
,,,,271,227,179,815,1,4,3,13,16,2,3,2,2,4,1079
,,,,519,415,342,799,3,7,4,22,0,2,1,3,4,1,28
,,,,334,120,110,314,2,8,2,18,22,2,3,1,4,3,1135
,,,,458,243,227,448,0,4,0,14,15,1,4,1,2,3,203
,,,,115,97,67,335,0,2,4,17,19,2,3,2,4,3,1046
,,,,174,185,147,316,0,2,0,16,20,4,3,3,4,1,504
,,,,233,365,311,501,0,2,2,7,8,2,3,3,2,1,541
,,,,141,191,159,456,2,3,4,9,13,3,2,2,2,2,997
,,,,666,256,192,329,0,1,2,19,20,1,2,4,2,3,235
,,,,384,114,83,78,2,3,3,20,22,2,2,2,2,3,271
,,,,659,165,142,38,3,1,0,6,9,2,2,3,2,3,1232
,,,,275,53,44,0,1,8,1,16,18,3,2,1,1,2,130
,,,,416,142,114,32,1,6,3,22,0,4,1,2,1,4,900
,,,,95,93,77,0,2,4,4,16,20,1,1,1,1,3,1138
,,,,383,109,69,181,2,6,0,7,9,2,3,2,4,2,888
,,,,550,224,213,74,3,8,3,12,13,2,2,4,2,1,916
,,,,428,181,158,1,1,6,3,9,10,2,4,1,1,3,269
,,,,513,115,93,78,3,0,3,10,14,4,4,2,3,2,1067
,,,,32,54,43,35,2,0,0,6,10,4,3,4,4,2,416
,,,,596,213,203,1,0,1,0,6,10,3,3,2,2,4,295
,,,,186,120,89,143,2,0,2,7,11,3,2,3,4,3,61
,,,,232,123,101,0,3,0,3,18,22,3,3,4,1,2,32
,,,,692,198,162,717,0,0,3,17,20,1,2,2,2,2,781
,,,,134,198,153,1218,3,1,0,18,21,2,4,3,2,1,186
,,,,166,150,131,703,2,2,2,6,7,2,1,2,2,3,868
,,,,82,343,312,904,3,2,3,3,5,3,3,4,1,1,979
,,,,569,168,129,881,3,7,0,15,17,4,3,4,4,2,591
,,,,235,280,240,863,3,6,3,3,5,1,1,1,1,4,583
,,,,623,305,288,725,3,2,2,18,22,3,4,1,1,1,1166
,,,,210,235,207,747,1,0,3,16,20,3,4,4,4,3,721
,,,,355,169,138,986,1,2,1,14,16,2,1,4,1,3,1058
,,,,524,446,404,690,1,1,3,5,9,1,3,3,4,3,595
,,,,245,216,174,713,0,0,4,20,22,3,2,3,1,2,733
,,,,571,323,296,766,3,5,3,3,4,2,4,2,4,2,21
,,,,456,131,101,825,3,2,3,0,4,3,3,2,4,4,562
,,,,150,196,163,12,0,5,3,10,11,1,3,1,1,4,419
,,,,599,210,187,110,2,8,3,20,0,2,4,2,2,3,434
,,,,364,113,101,0,1,1,0,9,13,1,1,3,4,1,110
,,,,599,32,18,1,0,3,0,9,10,4,1,1,2,4,724
,,,,134,176,150,36,1,5,2,11,13,1,1,1,3,3,1011
,,,,426,83,67,1,3,7,2,0,1,3,1,1,4,3,897
,,,,312,392,328,142,0,1,2,10,13,3,2,1,2,4,727
,,,,153,130,95,1,3,3,0,0,2,4,4,2,4,4,411
,,,,35,225,188,1,2,6,1,7,9,1,3,2,4,3,716
,,,,525,167,169,98,2,0,3,0,3,2,4,4,3,2,212
,,,,451,124,105,0,3,2,0,12,13,3,3,3,1,3,880
,,,,352,123,90,39,1,2,4,16,17,3,4,4,4,2,351
,,,,673,259,199,184,2,2,4,8,11,1,2,3,4,3,397
,,,,479,299,250,464,3,8,2,15,17,2,3,3,4,1,31
,,,,483,271,254,622,2,0,3,7,10,1,1,1,3,1,961
,,,,409,335,306,361,3,6,0,11,14,1,3,3,4,2,621
,,,,114,330,305,439,0,3,1,17,19,3,3,2,3,1,504
,,,,299,157,114,389,2,7,1,15,17,4,3,1,4,2,508
,,,,8,137,115,573,3,2,3,2,6,1,3,3,4,2,673
,,,,19,268,253,334,1,6,3,10,13,4,1,4,4,4,379
,,,,629,282,275,447,3,5,3,21,23,4,1,1,4,3,546
,,,,108,278,255,564,3,3,2,1,2,3,3,3,3,3,223
,,,,44,101,89,465,0,4,4,13,15,4,3,1,4,4,496
,,,,435,425,396,595,1,8,0,20,23,1,1,1,1,1,932
,,,,46,438,410,355,3,5,2,19,21,2,2,1,1,2,849
,,,,362,183,167,341,1,7,1,7,11,1,1,1,4,1,4
,,,,329,58,41,129,0,2,0,17,21,1,4,4,3,2,142
,,,,458,246,217,1,1,5,3,9,10,4,2,1,2,2,732
,,,,361,31,16,85,0,5,4,5,6,3,4,1,3,3,357
,,,,271,39,42,1,2,6,0,16,20,1,3,4,2,3,158
,,,,121,201,186,1,2,2,3,2,4,3,1,2,2,1,1086
,,,,576,56,35,43,2,4,3,10,11,1,2,2,3,2,695
,,,,247,309,265,7,0,0,4,15,18,3,2,4,4,3,832
,,,,27,113,98,71,3,0,4,7,10,2,2,1,1,4,751
,,,,183,128,142,33,2,0,0,4,7,2,1,4,4,4,891
,,,,658,276,264,131,3,0,0,16,17,1,3,2,3,3,640
,,,,614,141,118,172,0,0,3,19,20,2,3,2,1,1,781
,,,,210,164,138,8,1,4,3,8,9,1,4,4,3,4,257
,,,,287,97,75,1,2,7,4,19,20,3,1,4,2,2,35
,,,,126,210,179,748,0,5,1,14,18,2,4,3,2,4,7
,,,,175,318,235,1753,3,5,1,10,14,4,2,3,4,2,241
,,,,635,317,295,695,2,6,3,8,11,2,2,4,1,3,1176
,,,,486,156,129,817,1,6,1,13,15,3,2,4,4,3,1108
,,,,176,188,159,933,2,5,0,21,0,3,2,2,3,4,570
,,,,95,168,108,803,3,3,0,6,8,3,2,2,1,1,1083
,,,,35,157,126,871,0,8,1,15,17,4,4,1,2,2,1209
,,,,441,254,217,686,0,1,3,2,3,4,3,1,1,3,655
,,,,345,450,356,730,2,1,1,18,22,3,4,2,3,3,1231
,,,,322,402,347,820,3,1,1,11,12,1,3,2,1,4,347
,,,,277,76,44,774,1,3,2,20,21,1,4,3,1,3,576
,,,,432,162,138,896,3,2,1,20,0,3,3,3,4,1,392
,,,,161,115,76,701,3,0,4,6,10,2,3,1,2,1,377
,,,,149,243,214,66,0,8,3,13,14,4,2,2,4,3,1140
,,,,366,190,172,1,0,7,4,13,15,3,2,2,1,3,515
,,,,336,179,166,1,2,5,4,18,22,1,2,3,3,3,108
,,,,190,260,244,66,1,2,3,18,22,1,1,3,2,3,777
,,,,107,103,77,1,0,0,2,20,0,4,1,1,3,3,1146
,,,,557,98,70,1,1,0,0,17,20,1,2,2,2,2,615
,,,,587,99,85,78,2,6,4,22,2,4,1,2,4,1,487
,,,,113,234,197,146,2,6,2,22,1,3,3,2,1,1,796
,,,,357,65,41,39,2,2,0,12,16,4,3,3,2,2,1154
,,,,79,210,203,39,2,8,0,3,6,1,2,1,2,2,542
,,,,304,305,275,77,3,8,1,6,9,4,2,3,2,4,1119
,,,,147,107,87,163,2,6,1,13,17,4,2,2,4,4,1131
,,,,624,105,45,92,1,4,3,0,1,3,2,2,1,4,1240
,,,,521,240,205,387,0,2,2,13,17,3,1,3,2,3,265
,,,,119,256,226,365,0,6,4,23,3,3,2,4,2,1,847
,,,,504,186,149,332,2,4,3,7,8,3,3,1,1,4,1019
,,,,397,123,111,443,3,3,4,14,17,3,4,1,2,1,377
,,,,443,229,176,314,0,1,3,7,11,2,4,1,2,2,141
,,,,152,140,123,319,3,8,4,5,6,1,2,1,2,2,413
,,,,576,196,171,638,2,2,1,4,6,2,2,1,4,1,736
,,,,402,586,524,539,3,2,2,13,14,2,3,2,1,1,1166
,,,,361,175,117,328,0,5,2,2,5,1,4,4,2,4,522
,,,,282,273,192,387,1,8,1,8,11,4,3,2,1,3,824
,,,,580,417,364,404,2,3,3,0,3,4,1,1,1,4,308
,,,,650,113,87,405,1,3,2,9,12,4,4,1,3,3,1157
,,,,329,381,309,319,3,7,2,13,17,4,4,3,2,2,761
,,,,494,322,304,107,3,1,3,9,12,3,1,2,1,4,232
,,,,258,277,268,1,3,4,1,16,18,2,4,4,4,4,136
,,,,263,242,232,86,1,6,4,16,17,2,4,4,1,2,650
,,,,56,143,124,85,1,5,2,19,20,3,4,3,4,2,1197
,,,,155,233,240,58,3,8,4,3,4,1,2,3,1,2,413
,,,,647,262,257,194,2,1,0,16,18,1,3,1,2,1,877
,,,,450,243,224,224,1,0,3,22,23,1,2,1,3,1,877
,,,,522,313,289,319,1,6,1,14,17,3,1,3,4,4,266
,,,,81,68,43,165,2,4,2,20,23,4,3,3,2,4,456
,,,,530,825,798,469,0,6,1,14,15,4,3,3,3,3,1000
,,,,184,329,312,39,3,7,2,4,6,2,2,3,2,2,1099
,,,,102,157,139,101,0,8,2,11,12,4,3,4,4,2,56
,,,,274,106,88,15,2,0,0,10,11,2,4,3,3,4,136
,,,,233,142,119,1072,3,4,0,16,20,4,1,4,4,2,241
,,,,612,443,412,700,1,1,2,23,0,4,2,4,1,4,146
,,,,249,144,117,733,0,1,3,19,20,3,4,2,1,4,799
,,,,43,305,258,754,2,4,4,11,14,3,4,2,4,2,1073
,,,,469,176,148,819,0,2,2,13,17,1,1,1,2,2,864
,,,,61,110,93,703,0,5,2,11,15,1,1,2,3,1,474
,,,,310,562,484,1449,1,3,4,19,21,4,2,4,1,4,342
,,,,81,350,322,876,1,3,3,5,9,4,2,1,4,4,1249
,,,,628,176,144,1013,3,2,3,3,5,4,2,3,4,2,133
,,,,510,156,114,885,2,7,4,23,0,2,1,1,1,2,314
,,,,412,196,161,959,0,7,2,17,21,2,4,4,2,1,1114
,,,,34,130,90,777,0,4,3,12,13,3,1,2,2,2,873
,,,,401,328,288,1031,0,0,1,22,1,1,2,1,2,1,1091
,,,,300,216,180,0,0,5,1,12,13,1,2,1,4,4,77
,,,,419,289,281,177,1,1,3,20,22,2,1,2,3,2,749
,,,,217,91,83,165,1,1,0,9,10,4,2,3,1,3,323
,,,,632,225,177,82,2,5,0,16,18,3,4,4,2,4,221
,,,,634,179,156,12,3,6,1,6,8,1,3,4,2,4,161
,,,,183,158,148,55,2,4,0,5,8,1,1,2,1,4,1033
,,,,387,107,91,5,3,8,2,16,20,3,4,4,2,1,67
,,,,446,153,111,46,1,4,1,9,11,1,4,2,2,1,1076
,,,,117,130,115,0,2,3,3,20,21,1,4,1,1,3,485
,,,,290,320,300,36,3,7,4,15,17,2,4,3,4,3,13
,,,,374,232,178,1,2,7,3,2,3,3,4,3,2,1,51
,,,,290,216,192,1,0,2,4,20,0,4,3,3,2,1,566
,,,,505,120,94,50,1,0,2,3,6,4,4,1,4,4,1145
,,,,157,113,89,406,1,5,4,16,20,2,4,2,3,2,425
,,,,569,153,137,426,0,5,3,9,12,2,3,3,1,2,429
,,,,564,134,105,341,1,0,2,13,14,2,3,1,4,1,877
,,,,153,152,119,342,2,0,2,21,23,4,2,2,3,4,1231
,,,,640,160,112,500,2,1,2,3,5,2,2,3,1,2,836
,,,,579,254,211,363,1,3,1,3,5,1,4,2,2,3,197
,,,,264,167,151,475,2,3,3,3,6,4,4,3,2,1,336
,,,,438,202,190,368,2,4,1,17,21,4,2,2,1,2,278
,,,,405,144,110,572,0,6,1,3,4,2,4,4,2,1,312
,,,,250,128,94,362,2,1,0,21,0,2,2,3,3,3,896
,,,,21,508,469,578,0,6,0,14,15,2,4,4,3,4,445
,,,,479,213,193,431,2,1,3,19,22,2,1,2,3,3,656
,,,,236,139,112,668,2,0,4,5,9,2,4,4,1,3,206
,,,,637,166,151,272,2,2,3,1,3,4,1,3,3,1,597
,,,,14,391,376,394,2,7,3,23,3,2,4,4,4,2,1016
,,,,425,250,254,46,2,2,0,3,6,2,4,3,2,1,296
,,,,396,562,569,65,0,3,1,10,14,3,4,1,2,4,295
,,,,392,381,372,0,1,0,1,10,14,3,3,3,2,3,1003
,,,,639,107,106,76,2,5,3,15,19,4,4,2,4,4,29
,,,,651,169,157,375,1,3,2,3,7,4,4,1,4,1,355
,,,,687,446,365,35,0,8,2,0,3,2,1,4,3,3,725
,,,,466,137,90,530,2,1,0,20,23,1,2,2,4,3,615
,,,,153,205,106,554,3,8,1,22,1,1,1,4,2,2,831
,,,,638,137,54,635,3,0,1,16,18,2,2,2,4,1,433
,,,,685,92,42,807,2,7,4,4,5,4,1,4,2,2,600
,,,,377,147,80,640,0,4,3,9,13,4,4,4,1,4,435
,,,,418,168,129,695,1,5,1,9,13,2,4,4,3,3,337
,,,,151,414,390,745,0,7,1,3,5,2,1,1,4,2,529
,,,,205,168,122,727,1,5,0,13,17,1,2,1,2,2,947
,,,,336,89,52,748,1,2,3,14,17,4,3,4,1,2,758
,,,,670,180,130,737,2,1,4,23,2,3,1,4,4,4,1078
,,,,140,169,121,1216,0,8,4,1,3,4,2,3,4,4,924
,,,,508,201,173,689,1,0,3,7,8,1,3,3,3,1,672
,,,,197,283,234,1242,3,8,4,13,14,2,1,2,3,1,555
,,,,255,199,171,923,1,5,4,9,13,3,4,4,1,1,841
,,,,43,377,343,717,3,4,2,5,6,2,3,1,4,4,970
,,,,255,130,100,848,0,3,3,18,21,2,1,3,2,2,748
,,,,5,328,314,687,2,4,4,3,7,2,2,3,3,3,2
,,,,269,109,83,718,3,5,2,20,21,1,4,2,2,4,622
,,,,15,34,13,1,0,0,2,22,2,2,3,3,4,4,926
,,,,9,314,277,79,0,4,2,15,17,2,2,1,1,1,956
,,,,603,188,168,0,3,1,0,1,3,2,1,4,4,3,891
,,,,503,231,200,18,1,0,1,4,5,1,3,2,2,3,197
,,,,272,243,224,28,0,8,0,12,16,2,4,4,3,1,105
,,,,50,147,131,14,2,5,3,14,18,1,4,3,3,4,530
,,,,153,301,272,27,2,8,1,8,10,4,4,4,3,4,43
,,,,512,33,23,183,0,3,0,16,18,4,1,3,1,2,1143
,,,,666,194,162,19,1,8,0,5,6,4,2,3,1,1,243
,,,,416,81,55,35,2,2,0,23,3,2,1,4,3,4,896
,,,,532,59,45,32,0,2,1,13,16,2,4,2,1,2,45
,,,,374,205,175,84,1,2,1,5,9,1,3,1,2,4,419
,,,,436,146,111,185,2,5,4,22,23,4,3,1,2,1,714
,,,,572,385,343,370,3,7,3,18,22,4,1,4,3,3,960
,,,,403,153,135,348,0,4,1,5,7,4,4,4,2,4,435
,,,,622,398,365,582,1,3,4,0,3,1,2,4,1,2,1121
,,,,696,458,440,330,0,6,0,20,0,1,3,4,3,2,933
,,,,94,99,60,391,0,4,2,5,6,4,4,2,2,2,311
,,,,43,211,185,563,3,2,0,2,5,1,4,2,2,2,53
,,,,58,209,185,448,3,3,0,12,15,4,3,1,2,4,62
,,,,657,296,280,420,2,7,2,9,13,1,2,3,2,3,826
,,,,612,35,20,335,3,2,3,1,4,1,1,3,1,3,1151
,,,,386,219,206,617,2,2,2,3,6,1,4,4,4,1,565
,,,,555,158,129,665,0,8,4,12,15,1,2,3,3,2,1039
,,,,101,415,388,427,1,5,4,3,4,1,3,3,2,2,620
,,,,456,407,353,321,0,2,4,16,18,4,3,2,3,1,218
,,,,661,158,101,561,0,1,1,2,6,2,2,4,2,1,478
,,,,94,214,160,504,0,8,2,15,18,3,4,1,2,4,489
,,,,179,120,49,863,0,2,0,23,2,1,2,1,3,4,1002
,,,,141,98,46,708,2,1,1,15,17,4,3,4,3,2,264
,,,,11,73,10,627,2,0,3,23,0,1,2,3,3,2,54
,,,,516,97,50,728,2,3,3,14,15,1,1,1,2,1,961
,,,,414,136,41,1416,3,5,0,4,6,1,2,4,4,1,332
,,,,547,178,127,519,3,1,2,3,5,1,2,3,4,4,1124
,,,,253,137,50,1195,2,6,0,18,22,3,4,3,3,2,761
,,,,172,266,193,623,0,0,0,3,4,4,1,4,3,2,775
,,,,462,121,57,564,3,7,1,2,4,3,4,1,2,4,603
,,,,377,83,27,502,0,5,3,12,13,4,1,1,2,2,333
,,,,572,113,77,686,0,3,1,5,9,4,3,2,3,1,355
,,,,240,185,155,923,2,5,3,17,18,2,4,4,4,1,1160
,,,,137,155,115,788,2,4,0,18,20,2,4,1,3,3,421
,,,,538,136,97,703,0,3,0,11,15,2,2,1,1,1,488
,,,,30,232,166,1146,1,2,2,17,21,4,3,1,4,1,516
,,,,316,291,239,701,1,5,4,10,14,2,1,2,4,3,273
,,,,284,338,313,688,3,3,4,9,11,4,4,3,4,2,1073
,,,,456,111,76,708,3,3,0,0,4,1,4,4,2,4,1126
,,,,549,254,218,692,0,1,4,15,16,1,3,3,3,4,595
,,,,538,539,522,708,0,6,2,18,20,2,4,1,4,2,460
,,,,471,253,225,845,3,4,2,6,7,4,1,2,3,2,378
,,,,172,160,140,742,0,0,0,3,5,2,1,1,1,1,1061
,,,,338,167,123,1118,2,5,0,6,8,4,4,4,1,4,886
,,,,425,295,223,739,2,4,3,22,1,3,3,2,3,3,810
,,,,490,116,109,42,3,3,2,18,21,3,2,1,4,3,546
,,,,287,76,65,123,0,4,1,6,9,1,2,4,2,1,664
,,,,618,176,126,0,1,1,3,13,15,2,2,2,4,2,11
,,,,298,55,52,1,1,7,4,8,11,4,2,1,3,4,715
,,,,268,168,135,15,0,0,2,14,17,3,3,1,2,2,1235
,,,,284,75,55,19,3,2,0,22,1,2,3,4,4,1,584
,,,,234,295,272,16,3,8,1,14,18,4,2,1,4,2,20
,,,,108,391,383,0,2,8,0,11,13,2,1,3,3,1,493
,,,,374,70,51,105,3,0,1,22,2,4,4,2,4,4,657
,,,,519,148,102,26,1,2,1,12,16,1,1,3,3,1,83
,,,,547,119,106,25,2,0,2,10,13,2,3,1,2,1,64
,,,,697,150,98,72,0,5,2,22,2,3,2,2,1,4,649
,,,,57,212,209,7,2,5,3,4,6,2,1,1,1,2,605
,,,,35,147,111,481,3,5,2,4,8,4,1,4,4,1,782
,,,,619,171,160,365,0,8,0,4,5,1,4,3,4,4,862
,,,,631,843,800,487,1,8,3,15,19,1,4,1,2,1,738
,,,,659,472,455,443,0,6,4,17,21,3,4,1,4,3,123
,,,,70,155,117,467,2,0,3,16,18,3,3,2,2,2,760
,,,,252,290,268,548,2,3,2,22,23,4,1,1,1,4,139
,,,,254,501,430,353,1,3,3,14,18,4,2,4,3,3,890
,,,,298,148,119,658,0,6,4,14,17,2,4,1,4,2,950
,,,,566,147,139,462,3,8,1,17,21,4,3,1,3,3,115
,,,,268,479,466,424,3,0,1,8,10,1,1,4,3,2,636
,,,,626,212,191,651,1,6,2,20,0,1,4,4,2,4,1195
,,,,472,277,199,424,3,0,3,16,17,4,4,1,4,4,1111
,,,,352,280,236,313,3,6,0,12,14,1,2,2,1,1,932
,,,,222,93,28,728,1,1,0,15,19,3,4,2,2,4,1117
,,,,268,139,72,896,2,3,4,6,9,2,2,2,1,4,751
,,,,68,60,18,572,3,3,3,17,20,2,4,4,2,1,119
,,,,633,205,98,1339,1,8,4,4,6,2,4,4,2,3,454
,,,,273,130,50,953,3,4,0,10,14,3,2,4,2,1,417
,,,,326,201,120,510,3,1,2,10,12,4,2,2,2,1,15
,,,,55,181,54,1426,2,1,1,10,13,3,3,1,1,2,1083
,,,,37,203,114,580,1,4,2,17,18,2,3,3,1,1,286
,,,,306,132,83,560,2,7,2,15,17,3,3,3,1,1,275
,,,,413,88,62,539,0,8,3,14,17,3,1,1,4,1,569
,,,,106,216,134,631,3,2,4,13,14,3,2,4,4,3,302
,,,,502,276,162,528,0,8,4,21,1,4,4,3,1,3,90
,,,,415,181,136,556,2,8,4,20,22,2,4,2,2,4,545
,,,,333,71,37,774,1,1,0,16,17,4,4,3,4,4,551
,,,,355,163,112,829,1,3,2,8,12,3,4,4,1,1,758
,,,,3,113,66,812,1,1,4,6,7,1,2,2,2,1,465
,,,,191,100,73,789,0,1,0,10,11,4,1,1,4,1,944
,,,,212,216,135,1531,1,0,3,23,1,2,4,2,3,3,984
,,,,26,308,276,874,2,4,1,5,9,3,2,2,2,2,568
,,,,604,464,405,744,0,2,0,12,16,2,3,2,4,1,626
,,,,286,317,295,723,1,5,0,12,14,4,4,1,3,1,1071
,,,,502,485,463,718,3,1,4,20,0,3,2,3,3,1,470
,,,,356,223,154,705,0,7,4,5,8,1,4,4,2,4,401
,,,,665,390,358,714,3,8,3,17,18,4,2,2,1,4,1104
,,,,84,318,282,701,3,8,1,21,1,4,3,3,3,1,893
,,,,488,521,487,1062,1,1,1,4,8,2,4,3,4,1,852
,,,,100,87,63,16,2,7,0,20,0,4,3,2,2,3,898
,,,,134,68,44,0,3,2,0,23,0,3,4,2,2,2,696
,,,,509,140,97,195,2,6,2,8,9,1,1,1,2,4,1033
,,,,623,105,79,43,1,1,3,13,16,4,1,4,4,4,1247
,,,,3,273,244,15,0,7,1,15,18,4,2,4,1,3,1057
,,,,549,163,132,35,0,7,0,2,6,3,3,1,3,1,348
,,,,283,64,29,1,2,2,1,1,4,3,2,2,4,1,586
,,,,186,130,98,169,3,3,1,19,22,4,2,1,2,3,472
,,,,139,166,161,0,0,8,1,9,11,3,4,2,2,4,445
,,,,149,252,221,69,2,0,1,4,8,3,1,2,1,4,702
,,,,361,112,81,12,3,1,3,8,9,3,3,1,1,4,1019
,,,,260,205,159,108,0,4,1,6,7,1,1,2,3,4,1173
,,,,391,50,32,27,0,6,0,21,0,1,4,4,2,3,1190
,,,,379,58,36,410,3,8,3,14,17,3,3,2,1,3,1005
,,,,384,501,482,332,2,3,1,6,8,3,3,1,3,2,692
,,,,317,213,192,384,3,1,4,19,23,2,2,4,2,1,32
,,,,330,298,270,316,0,8,4,13,16,4,4,2,1,2,325
,,,,254,143,128,505,2,2,0,17,18,1,4,1,3,1,596
,,,,598,175,137,414,3,1,2,9,10,1,4,3,3,3,1223
,,,,137,565,537,318,3,6,0,4,6,1,1,1,1,2,1123
,,,,366,118,97,635,0,8,4,16,18,3,1,2,4,3,1194
,,,,255,195,174,534,0,8,3,0,2,4,2,2,2,4,1001
,,,,445,201,185,507,3,2,4,9,13,4,1,4,1,4,414
,,,,135,115,89,481,3,2,3,21,23,4,3,4,4,4,750
,,,,231,195,173,330,1,4,2,0,4,3,3,3,3,2,370
,,,,212,183,131,326,3,3,2,17,19,4,2,3,2,4,456
,,,,372,110,40,787,3,1,0,5,7,3,2,4,3,1,417
,,,,653,132,116,573,1,3,4,21,22,1,4,3,2,1,1133
,,,,528,100,42,793,0,1,3,10,13,1,3,1,3,3,595
,,,,142,108,60,552,0,4,4,17,18,4,3,2,1,4,989
,,,,606,141,46,1261,2,8,0,23,1,3,4,2,2,4,244
,,,,309,102,41,511,0,6,2,6,10,4,4,4,1,2,311
,,,,99,77,9,636,0,1,0,8,9,2,2,2,3,2,872
,,,,285,75,9,643,0,7,0,17,18,1,2,1,1,2,947
,,,,344,164,111,709,1,6,2,12,14,3,4,2,1,2,824
,,,,428,451,346,521,2,7,2,2,4,2,3,1,3,1,738
,,,,699,66,19,551,2,7,4,2,6,1,1,4,4,2,369
,,,,630,200,163,634,3,3,2,23,0,3,4,1,1,1,483
,,,,445,82,36,513,2,8,3,1,4,2,2,1,1,1,238
,,,,89,167,139,211,2,6,3,2,3,3,2,3,1,4,34
,,,,91,122,102,347,0,4,0,11,15,4,1,3,2,3,1057
,,,,141,63,28,341,0,7,3,13,17,1,1,1,3,3,1011
,,,,231,207,152,391,0,4,2,22,0,4,2,4,1,3,176
,,,,660,91,40,258,1,7,2,21,0,3,4,1,2,3,244
,,,,163,77,31,226,0,7,3,15,19,2,1,2,1,3,364
,,,,168,206,164,204,1,3,4,8,10,1,3,4,3,3,740
,,,,197,123,72,446,3,4,3,22,1,4,3,3,1,2,298
,,,,158,219,144,348,1,7,3,1,3,1,3,2,1,1,635
,,,,479,156,83,370,1,8,0,17,18,2,1,1,4,2,547
,,,,353,117,79,347,2,4,2,14,16,2,1,4,2,4,791
,,,,79,114,84,243,3,6,4,7,8,4,4,2,1,3,550
,,,,136,229,183,212,0,7,1,10,14,1,4,4,3,2,1221
,,,,531,198,143,137,2,6,3,9,12,3,1,2,4,1,487
,,,,369,172,169,25,2,5,1,7,8,4,1,4,1,3,925
,,,,604,123,102,22,0,5,4,12,15,2,3,4,4,4,1128
,,,,434,307,299,89,1,5,1,13,17,4,3,2,4,2,692
